ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to
TCK0857,Low,Closed,Network,Network Down,Network Down reported by user.,2024-05-14,2024-05-22,John
TCK0858,Medium,In Progress,Security,Access Denied,Access Denied reported by user.,2024-10-12,,Ayesha
TCK0859,Low,Resolved,Database,System Crash,System Crash reported by user.,2024-01-12,2024-01-18,Unassigned
TCK0860,Medium,Closed,Access,Slow Performance,Slow Performance reported by user.,2024-11-15,2024-11-24,Mike
TCK0861,High,Closed,Hardware,Password Reset,Password Reset reported by user.,2024-04-05,2024-04-11,Unassigned
TCK0862,Critical,Closed,Software,Password Reset,Password Reset reported by user.,2024-09-14,2024-09-18,Fatima
TCK0863,Low,Closed,Security,Network Down,Network Down reported by user.,2024-01-19,2024-01-21,Mike
TCK0864,Low,In Progress,Software,Network Down,Network Down reported by user.,2024-11-01,,Mike
TCK0865,Medium,In Progress,Security,System Crash,System Crash reported by user.,2024-07-22,,John
TCK0866,Medium,Closed,Access,Password Reset,Password Reset reported by user.,2024-01-14,2024-01-21,Sara
TCK0867,Critical,Closed,Network,Network Down,Network Down reported by user.,2024-07-24,2024-07-28,Ayesha
TCK0868,Low,Resolved,Access,Slow Performance,Slow Performance reported by user.,2024-10-20,2024-10-26,Omar
TCK0869,High,Closed,Security,System Crash,System Crash reported by user.,2024-11-07,2024-11-08,Sara
TCK0870,Critical,Open,Hardware,Network Down,Network Down reported by user.,2024-06-28,,Fatima
TCK0871,High,In Progress,Security,Login Issue,Login Issue reported by user.,2024-12-16,,Fatima
TCK0872,Low,Resolved,Hardware,System Crash,System Crash reported by user.,2024-10-24,2024-10-28,Fatima
TCK0873,Medium,Closed,Security,Access Denied,Access Denied reported by user.,2024-08-24,2024-08-26,Omar
TCK0874,High,Open,Software,Access Denied,Access Denied reported by user.,2024-04-01,,Omar
TCK0875,Low,In Progress,Database,Password Reset,Password Reset reported by user.,2024-08-06,,Sara
TCK0876,Critical,Resolved,Access,Password Reset,Password Reset reported by user.,2024-10-21,2024-10-21,Unassigned
TCK0877,High,Closed,Software,Network Down,Network Down reported by user.,2024-06-17,2024-06-19,John
TCK0878,Critical,In Progress,Access,Slow Performance,Slow Performance reported by user.,2024-10-06,,Sara
TCK0879,High,Open,Software,Login Issue,Login Issue reported by user.,2024-12-26,,Unassigned
TCK0880,Medium,Resolved,Software,Login Issue,Login Issue reported by user.,2024-08-28,2024-08-30,Mike
TCK0881,Low,In Progress,Network,Network Down,Network Down reported by user.,2024-12-09,,Sara
TCK0882,Critical,Resolved,Security,Login Issue,Login Issue reported by user.,2024-03-03,2024-03-06,John
TCK0883,Critical,Resolved,Software,Password Reset,Password Reset reported by user.,2024-02-03,2024-02-07,Sara
TCK0884,High,Resolved,Network,Access Denied,Access Denied reported by user.,2024-03-21,2024-03-22,Sara
TCK0885,Medium,Resolved,Software,Login Issue,Login Issue reported by user.,2024-06-16,2024-06-17,Unassigned
TCK0886,Critical,Open,Access,Login Issue,Login Issue reported by user.,2024-04-23,,Mike
TCK0887,Low,Resolved,Hardware,Password Reset,Password Reset reported by user.,2024-07-17,2024-07-21,Sara
TCK0888,Low,Closed,Software,Password Reset,Password Reset reported by user.,2024-07-26,2024-08-03,Sara
TCK0889,Critical,Closed,Security,Login Issue,Login Issue reported by user.,2024-12-01,2024-12-05,Omar
TCK0890,Medium,Open,Access,Network Down,Network Down reported by user.,2024-09-05,,Ayesha
TCK0891,Low,In Progress,Software,Password Reset,Password Reset reported by user.,2024-09-07,,John
TCK0892,High,Closed,Network,Network Down,Network Down reported by user.,2024-05-23,2024-05-28,Omar
TCK0893,Critical,Closed,Access,Network Down,Network Down reported by user.,2024-12-01,2024-12-07,Fatima
TCK0894,Critical,Resolved,Hardware,Slow Performance,Slow Performance reported by user.,2024-03-08,2024-03-17,John
TCK0895,High,Resolved,Software,Network Down,Network Down reported by user.,2024-07-22,2024-07-29,Omar
TCK0896,Low,In Progress,Security,Slow Performance,Slow Performance reported by user.,2024-12-19,,Omar
TCK0897,High,Resolved,Software,Network Down,Network Down reported by user.,2024-11-25,2024-12-01,Sara
TCK0898,Low,Open,Software,System Crash,System Crash reported by user.,2024-12-26,,Mike
TCK0899,Low,Resolved,Network,Slow Performance,Slow Performance reported by user.,2024-12-26,2024-12-29,John
TCK0900,Critical,In Progress,Software,Slow Performance,Slow Performance reported by user.,2024-05-19,,Ayesha
TCK0901,High,Open,Software,Login Issue,Login Issue reported by user.,2024-07-16,,Fatima
TCK0902,Critical,Closed,Network,Login Issue,Login Issue reported by user.,2024-02-26,2024-03-04,Omar
TCK0903,Low,Open,Security,Network Down,Network Down reported by user.,2024-10-07,,John
TCK0904,High,Open,Access,Login Issue,Login Issue reported by user.,2024-07-31,,Fatima
TCK0905,Medium,In Progress,Security,Login Issue,Login Issue reported by user.,2024-12-08,,John
TCK0906,Low,Open,Database,Access Denied,Access Denied reported by user.,2024-04-14,,Fatima
TCK0907,Low,Open,Network,Network Down,Network Down reported by user.,2024-03-14,,Fatima
TCK0908,High,Resolved,Software,Access Denied,Access Denied reported by user.,2024-03-04,2024-03-08,John
TCK0909,Low,Resolved,Hardware,Slow Performance,Slow Performance reported by user.,2024-09-19,2024-09-24,Sara
TCK0910,Critical,In Progress,Access,Password Reset,Password Reset reported by user.,2024-07-17,,Fatima
TCK0911,Critical,Closed,Security,Slow Performance,Slow Performance reported by user.,2024-06-06,2024-06-09,John
TCK0912,High,Open,Software,System Crash,System Crash reported by user.,2024-07-18,,John
TCK0913,Low,Closed,Network,System Crash,System Crash reported by user.,2024-04-02,2024-04-11,Omar
TCK0914,Critical,Closed,Software,Slow Performance,Slow Performance reported by user.,2024-07-02,2024-07-07,Omar
TCK0915,Low,Open,Hardware,System Crash,System Crash reported by user.,2024-06-17,,Mike
TCK0916,Low,Resolved,Access,System Crash,System Crash reported by user.,2024-01-14,2024-01-22,Mike
TCK0917,Low,Resolved,Software,Password Reset,Password Reset reported by user.,2024-11-17,2024-11-19,Ayesha
TCK0918,Critical,Open,Network,Access Denied,Access Denied reported by user.,2024-08-12,,John
TCK0919,High,Resolved,Database,Network Down,Network Down reported by user.,2024-12-27,2025-01-05,John
TCK0920,High,Open,Software,System Crash,System Crash reported by user.,2024-01-04,,Sara
TCK0921,High,Closed,Security,Network Down,Network Down reported by user.,2024-12-22,2024-12-26,Ayesha
TCK0922,High,In Progress,Access,Slow Performance,Slow Performance reported by user.,2024-02-11,,Ayesha
TCK0923,Critical,In Progress,Hardware,Password Reset,Password Reset reported by user.,2024-07-07,,Fatima
TCK0924,Low,In Progress,Network,Slow Performance,Slow Performance reported by user.,2024-03-18,,Ayesha
TCK0925,Medium,Closed,Software,Slow Performance,Slow Performance reported by user.,2024-08-14,2024-08-20,Ayesha
TCK0926,Medium,Closed,Access,Login Issue,Login Issue reported by user.,2024-09-27,2024-09-30,Fatima
TCK0927,Critical,Open,Hardware,Slow Performance,Slow Performance reported by user.,2024-02-25,,Ayesha
TCK0928,Critical,Closed,Access,System Crash,System Crash reported by user.,2024-02-21,2024-02-28,Unassigned
TCK0929,Critical,Closed,Hardware,Network Down,Network Down reported by user.,2024-11-14,2024-11-21,Fatima
TCK0930,Low,Open,Network,Access Denied,Access Denied reported by user.,2024-02-11,,Omar
TCK0931,High,Open,Security,Access Denied,Access Denied reported by user.,2024-02-27,,Unassigned
TCK0932,Medium,Open,Hardware,Password Reset,Password Reset reported by user.,2024-07-27,,Sara
TCK0933,Medium,In Progress,Access,Password Reset,Password Reset reported by user.,2024-12-25,,John
TCK0934,Critical,Closed,Network,Slow Performance,Slow Performance reported by user.,2024-03-09,2024-03-18,Omar
TCK0935,Low,In Progress,Database,Login Issue,Login Issue reported by user.,2024-03-19,,Sara
TCK0936,Critical,Open,Database,Access Denied,Access Denied reported by user.,2024-12-06,,John
TCK0937,Critical,Resolved,Access,Login Issue,Login Issue reported by user.,2024-07-18,2024-07-25,Sara
TCK0938,High,Open,Hardware,Access Denied,Access Denied reported by user.,2024-11-20,,Mike
TCK0939,Low,Resolved,Access,System Crash,System Crash reported by user.,2024-07-21,2024-07-25,Ayesha
TCK0940,High,Resolved,Database,Password Reset,Password Reset reported by user.,2024-05-07,2024-05-08,John
TCK0941,Medium,Open,Network,Password Reset,Password Reset reported by user.,2024-04-22,,Omar
TCK0942,Medium,Open,Security,Login Issue,Login Issue reported by user.,2024-07-30,,Unassigned
TCK0943,Medium,Open,Security,System Crash,System Crash reported by user.,2024-08-05,,Ayesha
TCK0944,Critical,Closed,Software,System Crash,System Crash reported by user.,2024-07-08,2024-07-10,John
TCK0945,High,In Progress,Hardware,Slow Performance,Slow Performance reported by user.,2024-12-15,,Ayesha
TCK0946,Low,In Progress,Access,Access Denied,Access Denied reported by user.,2024-09-21,,Mike
TCK0947,Medium,Resolved,Hardware,Network Down,Network Down reported by user.,2024-04-17,2024-04-19,Unassigned
TCK0948,Medium,Closed,Access,Access Denied,Access Denied reported by user.,2024-06-06,2024-06-08,Omar
TCK0949,High,Resolved,Access,Slow Performance,Slow Performance reported by user.,2024-02-17,2024-02-24,Unassigned
TCK0950,High,Open,Access,Login Issue,Login Issue reported by user.,2024-05-15,,Ayesha
TCK0951,Medium,Open,Hardware,Password Reset,Password Reset reported by user.,2024-08-03,,Mike
TCK0952,High,Open,Network,Slow Performance,Slow Performance reported by user.,2024-12-22,,Omar
TCK0953,Low,Resolved,Hardware,Slow Performance,Slow Performance reported by user.,2024-01-14,2024-01-20,Unassigned
TCK0954,Low,Closed,Access,Login Issue,Login Issue reported by user.,2024-09-24,2024-09-26,Mike
TCK0955,Low,Resolved,Software,Access Denied,Access Denied reported by user.,2024-03-28,2024-04-03,Fatima
TCK0956,Medium,In Progress,Access,Network Down,Network Down reported by user.,2024-07-18,,Omar
TCK0957,Medium,Open,Network,Password Reset,Password Reset reported by user.,2024-01-25,,Omar
TCK0958,Medium,In Progress,Database,Access Denied,Access Denied reported by user.,2024-08-12,,Omar
TCK0959,Low,Resolved,Software,Network Down,Network Down reported by user.,2024-06-13,2024-06-19,Mike
TCK0960,High,Open,Software,Access Denied,Access Denied reported by user.,2024-05-27,,Unassigned
TCK0961,High,Open,Security,Login Issue,Login Issue reported by user.,2024-12-21,,Fatima
TCK0962,High,Open,Database,Password Reset,Password Reset reported by user.,2024-09-23,,Mike
TCK0963,Low,Open,Security,Access Denied,Access Denied reported by user.,2024-04-04,,Unassigned
TCK0964,Critical,Open,Database,Password Reset,Password Reset reported by user.,2024-04-18,,Omar
TCK0965,Critical,Open,Hardware,Login Issue,Login Issue reported by user.,2024-01-22,,Unassigned
TCK0966,Medium,In Progress,Security,Slow Performance,Slow Performance reported by user.,2024-01-16,,Mike
TCK0967,Critical,In Progress,Access,Password Reset,Password Reset reported by user.,2024-05-23,,Mike
TCK0968,Medium,In Progress,Security,Access Denied,Access Denied reported by user.,2024-01-22,,Fatima
TCK0969,Low,Closed,Security,System Crash,System Crash reported by user.,2024-02-08,2024-02-14,Omar
TCK0970,Critical,Open,Access,System Crash,System Crash reported by user.,2024-09-12,,Ayesha
TCK0971,Low,Resolved,Database,Login Issue,Login Issue reported by user.,2024-05-04,2024-05-04,John
TCK0972,Critical,In Progress,Database,Access Denied,Access Denied reported by user.,2024-04-20,,Unassigned
TCK0973,High,Open,Software,Login Issue,Login Issue reported by user.,2024-03-16,,Omar
TCK0974,Critical,Open,Security,Slow Performance,Slow Performance reported by user.,2024-10-22,,Fatima
TCK0975,Medium,Open,Access,Password Reset,Password Reset reported by user.,2024-08-23,,Unassigned
TCK0976,Medium,In Progress,Security,Password Reset,Password Reset reported by user.,2024-04-13,,Mike
TCK0977,Low,Open,Software,Network Down,Network Down reported by user.,2024-03-01,,John
TCK0978,Medium,Open,Network,System Crash,System Crash reported by user.,2024-03-21,,Ayesha
TCK0979,High,Open,Access,Password Reset,Password Reset reported by user.,2024-09-13,,Unassigned
TCK0980,Low,Closed,Hardware,Slow Performance,Slow Performance reported by user.,2024-11-04,2024-11-09,Omar
TCK0981,Medium,Open,Access,System Crash,System Crash reported by user.,2024-04-27,,Unassigned
TCK0982,Low,Open,Hardware,Slow Performance,Slow Performance reported by user.,2024-11-12,,Sara
TCK0983,Critical,Resolved,Security,Access Denied,Access Denied reported by user.,2024-02-11,2024-02-13,Omar
TCK0984,Medium,In Progress,Network,Network Down,Network Down reported by user.,2024-01-27,,Fatima
TCK0985,High,In Progress,Security,Slow Performance,Slow Performance reported by user.,2024-10-14,,Unassigned
TCK0986,Medium,In Progress,Access,Slow Performance,Slow Performance reported by user.,2024-03-01,,Omar
TCK0987,Critical,In Progress,Hardware,System Crash,System Crash reported by user.,2024-05-09,,Ayesha
TCK0988,Critical,In Progress,Access,Slow Performance,Slow Performance reported by user.,2024-07-23,,Ayesha
TCK0989,Low,Open,Hardware,Password Reset,Password Reset reported by user.,2024-07-29,,Fatima
TCK0990,Medium,In Progress,Access,Password Reset,Password Reset reported by user.,2024-01-30,,Fatima
TCK0991,Low,Open,Network,Network Down,Network Down reported by user.,2024-12-28,,Ayesha
TCK0992,High,In Progress,Access,Password Reset,Password Reset reported by user.,2024-04-21,,Ayesha
TCK0993,Low,Closed,Database,Network Down,Network Down reported by user.,2024-08-23,2024-08-29,Sara
TCK0994,Low,Closed,Network,Network Down,Network Down reported by user.,2024-03-18,2024-03-24,Mike
TCK0995,High,In Progress,Database,Password Reset,Password Reset reported by user.,2024-04-23,,Mike
TCK0996,Low,In Progress,Security,Access Denied,Access Denied reported by user.,2024-09-06,,John
TCK0997,Critical,In Progress,Security,System Crash,System Crash reported by user.,2024-09-28,,Ayesha
TCK0998,Critical,Closed,Security,System Crash,System Crash reported by user.,2024-06-27,2024-07-02,Omar
TCK0999,Medium,Open,Hardware,Network Down,Network Down reported by user.,2024-09-12,,Ayesha
TCK1000,Critical,In Progress,Network,Password Reset,Password Reset reported by user.,2024-11-22,,Sara
